Código Produto,Nome Produto,Marca,Modelo,Tipo,Indice,Tratamento,Antireflexo,Variação Antireflexo
LSA0014432,PR VX E FIT EYE STYLIS 1.67 BLUE UV CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014433,PR VX E FIT EYE AIRWEAR BLUE UV CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014434,PR VX E FIT EYE ORMA INC CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014435,PR VX E DESIGN STYLIS 1.67 BLUE UV CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014436,PR VX E DESIGN AIRWEAR BLUE UV CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014437,PR VX E DESIGN ORMA INC CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014439,PR VX E DESIGN SH AIRWEAR BLUE UV CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014440,PR VX E DESIGN SH ORMA INC CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014441,VX PHY f-360 3.0 EYE STY 1.67 BLUE UV CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014443,PR VX PHYSIO f-360 3.0 EYE AIR BLUE UV CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014444,PR VX PHYSIO f-360 3.0 EYE AIR INC CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014446,PR VX PHYSIO f-360 3.0 EYE ORMA INC CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014447,PR VX PHYSIO 360 3.0 STY 1.67 BLUE UV CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014449,PR VX PHYSIO 360 3.0 AIRWEAR BLUE UV CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014451,VX PHYSIO 360 3.0 ORMA TR7 XTRCTV CNZ CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014452,PR VX PHYSIO 360 3.0 ORMA INC CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014459,PR VX LIBERTY 360 3.0 AIRWEAR BLUE UV CZ EASY PRO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014460,PR VX LIBERTY 360 3.0 AIRWEAR INC CZ EASY PRO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014461,VX LIBERTY 360 3.0 ORMA TR7 XTRCTV CNZ CZ EASY PRO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014462,PR VX LIBERTY 360 3.0 ORMA INC CZ EASY PRO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014466,PR VX LIBERTY SH 360 3.0 ORMA INC CZ EASY PRO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014467,PR VX COMFORT STYLIS 1.67 INC CZ EASY PRO,VARILUX,COMFORT,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014468,PR VX COMFORT AIRWEAR INC CZ EASY PRO,VARILUX,COMFORT,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014469,PR VX COMFORT ORMA INC CZ EASY PRO,VARILUX,COMFORT,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014470,PR VX LIBERTY AIRWEAR INC CZ EASY PRO,VARILUX,LIBERTY,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014471,PR VX LIBERTY ORMA INC CZ EASY PRO,VARILUX,LIBERTY,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014474,PR KODAK EASY PLUS POLI BLUE UV CZ EASY PRO,KODAK,EASY PLUS,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014475,PR KODAK EASY PLUS POLI INC CZ EASY PRO,KODAK,EASY PLUS,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014476,PR KODAK EASY PLUS 1.50 INC CZ EASY PRO,KODAK,EASY PLUS,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014477,PR KODAK UP 1.67 BLUE UV CZ EASY PRO,KODAK,UP,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014478,PR KODAK UP 1.67 INC CZ EASY PRO,KODAK,UP,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014479,PR KODAK UP POLI BLUE UV CZ EASY PRO,KODAK,UP,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014480,PR KODAK UP POLI INC CZ EASY PRO,KODAK,UP,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014481,PR KODAK UP 1.50 INC CZ EASY PRO,KODAK,UP,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014482,VS KODAK SINGLE DIG 1.67 BLUE UV CZ EASY PRO,KODAK,SINGLE,VISÃO SIMPLES,1.67,,CRIZAL,EASY PRO
LSA0014483,VS KODAK SINGLE DIG 1.67 INC CZ EASY PRO,KODAK,SINGLE,VISÃO SIMPLES,1.67,,CRIZAL,EASY PRO
LSA0014487,VS KODAK SINGLE DIG POLI BLUE UV CZ EASY PRO,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,EASY PRO
LSA0014488,VS KODAK SINGLE DIG POLI INC CZ EASY PRO,KODAK,SINGLE,VISÃO SIMPLES,1.59,,CRIZAL,EASY PRO
LSA0014492,VS KODAK SINGLE DIG 1.50 INC CZ EASY PRO,KODAK,SINGLE,VISÃO SIMPLES,1.50,,CRIZAL,EASY PRO
LSA0014493,PR KODAK PRECISE 1.67 BLUE UV CZ EASY PRO,KODAK,PRECISE,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014494,PR KODAK PRECISE 1.67 INC CZ EASY PRO,KODAK,PRECISE,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014495,PR KODAK PRECISE POLI BLUE UV CZ EASY PRO,KODAK,PRECISE,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014496,PR KODAK PRECISE POLI INC CZ EASY PRO,KODAK,PRECISE,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014497,PR KODAK PRECISE 1.50 INC CZ EASY PRO,KODAK,PRECISE,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014502,PR KODAK PRECISE SH 1.50 INC CZ EASY PRO,KODAK,PRECISE,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014507,PR ESPACE PLUS ORMA ACCLIMATES CNZ CZ EASY PRO,ESPACE,PLUS,PROGRESSIVA,1.50,ACCLIMATES,CRIZAL,EASY PRO
LSA0014508,PR ESPACE PLUS ORMA INC CZ EASY PRO,ESPACE,PLUS,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014509,PR ESPACE TFL INC CZ EASY PRO,ESPACE,,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014510,PR ESPACE ORMA ACCLIMATES CZ EASY PRO,ESPACE,,PROGRESSIVA,1.50,ACCLIMATES,CRIZAL,EASY PRO
LSA0014512,PR ESPACE SMALL ORMA INC CZ EASY PRO,ESPACE,SMALL,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014513,VS ORMA TR8 CNZ CZ EASY PRO,ESSILOR,,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014516,VS AIRWEAR TR8 CNZ CZ EASY PRO,ESSILOR,,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014517,VS STYLIS 1.67 TR8 CNZ CZ EASY PRO,ESSILOR,,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,EASY PRO
LSA0014518,VS KODAK SINGLE DIG 1.67 TR8 CNZ CZ EASY PRO,KODAK,SINGLE,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,EASY PRO
LSA0014519,VS KODAK SINGLE DIG POLI TR8 CNZ CZ EASY PRO,KODAK,SINGLE,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014521,VS KODAK SINGLE DIG 1.50 TR8 CNZ CZ EASY PRO,KODAK,SINGLE,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014526,PR VX X TRACK AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014528,PR VX X TRACK ORMA TR8 VRD CZ EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014529,PR VX X TRACK ORMA TR8 CNZ CZ EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014530,PR VX X TRACK ORMA TR8 MRM CZ EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014535,PR VX X TRACK FIT EYE ORMA TR8 CNZ CZ EASY PRO,VARILUX,X TRACK,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014538,PR VX X DESIGN AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014540,PR VX X DESIGN ORMA TR8 CNZ CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014541,PR VX X DESIGN ORMA TR8 MRM CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014544,PR VX X DESIGN FIT EYE AIR TR8 CNZ CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014546,PR VX X DESIGN FIT EYE ORMA TR8 CNZ CZ EASY PRO,VARILUX,X DESIGN,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014556,PR VX E FIT EYE AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014558,PR VX E FIT EYE ORMA TR8 CNZ CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014561,PR VX E DESIGN STYLIS 1.67 TR8 CNZ CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.67,TRANSITIONS,CRIZAL,EASY PRO
LSA0014562,PR VX E DESIGN AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014564,PR VX E DESIGN ORMA TR8 CNZ CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014568,PR VX E DESIGN SH AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,E DESIGN,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014575,VX PHYSIO f-360 3.0 EYE ORMA TR8 CNZ CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014578,PR VX PHYSIO 360 3.0 AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014579,PR VX PHYSIO 360 3.0 ORMA TR8 CNZ CZ EASY PRO,VARILUX,PHYSIO 3.0,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014584,PR VX LIBERTY 360 3.0 AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014585,PR VX LIBERTY 360 3.0 ORMA TR8 CNZ CZ EASY PRO,VARILUX,LIBERTY 3.0,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014591,PR VX COMFORT AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,COMFORT,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014592,PR VX COMFORT ORMA TR8 CNZ CZ EASY PRO,VARILUX,COMFORT,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014593,PR VX LIBERTY AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,LIBERTY,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014594,PR VX LIBERTY ORMA TR8 CNZ CZ EASY PRO,VARILUX,LIBERTY,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014596,PR KODAK EASY PLUS POLI TR8 CNZ CZ EASY PRO,KODAK,EASY PLUS,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014597,PR KODAK EASY PLUS 1.50 TR8 CNZ CZ EASY PRO,KODAK,EASY PLUS,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014602,PR KODAK UP 1.50 TR8 CNZ CZ EASY PRO,KODAK,UP,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014606,PR KODAK PRECISE POLI TR8 CNZ CZ EASY PRO,KODAK,PRECISE,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014607,PR KODAK PRECISE 1.50 TR8 CNZ CZ EASY PRO,KODAK,PRECISE,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014613,PR VX COMFORT MAX FIT EYE STYLIS 1.67 CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014614,VX COMFORT MAX FIT EYE STY 1.67 BLUE UV EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014615,PR VX COMFORT MAX FIT EYE AIR TR8 CNZ CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014618,PR VX COMFORT MAX FIT EYE ORMA TR8 CNZ CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014619,PR VX COMFORT MAX FIT EYE ORMA CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014620,PR VX COMFORT MAX STYLIS 1.67 TR8 CNZ CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.67,TRANSITIONS,CRIZAL,EASY PRO
LSA0014621,PR VX COMFORT MAX STYLIS 1.67 BLUE UV CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.67,,CRIZAL,EASY PRO
LSA0014623,PR VX COMFORT MAX AIRWEAR TR8 CNZ CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014624,PR VX COMFORT MAX AIRWEAR BLUE UV CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014625,PR VX COMFORT MAX ORMA TR7 XTRCTV CNZ CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014626,PR VX COMFORT MAX ORMA TR8 VRD CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014627,PR VX COMFORT MAX ORMA TR8 CNZ CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014628,PR VX COMFORT MAX ORMA CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.50,,CRIZAL,EASY PRO
LSA0014632,PR VX COMFORT MAX SH AIRWEAR BLUE UV CZ EASY PRO,VARILUX,COMFORT MAX,PROGRESSIVA,1.59,,CRIZAL,EASY PRO
LSA0014637,EYEZEN BOOST STY 1.67 TR8 CNZ STAND AR,EYEZEN,BOOST,VISÃO SIMPLES,1.67,TRANSITIONS,AR,
LSA0014638,EYEZEN BOOST STY 1.67 TR8 CNZ CZ EASY PRO,EYEZEN,BOOST,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,EASY PRO
LSA0014639,EYEZEN BOOST STY 1.67 TR8 CNZ CZ SAPPHIRE,EYEZEN,BOOST,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0014640,EYEZEN BOOST STY 1.67 TR8 CNZ CZ PREVENCIA,EYEZEN,BOOST,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,PREVENCIA
LSA0014642,EYEZEN BOOST STY 1.67 BLUE UV CZ EASY PRO,EYEZEN,BOOST,VISÃO SIMPLES,1.67,,CRIZAL,EASY PRO
LSA0014643,EYEZEN BOOST STY 1.67 BLUE UV CZ FORTE UV,EYEZEN,BOOST,VISÃO SIMPLES,1.67,,CRIZAL,
LSA0014644,EYEZEN BOOST STY 1.67 BLUE UV CZ SAPPHIRE,EYEZEN,BOOST,VISÃO SIMPLES,1.67,,CRIZAL,SAPPHIRE
LSA0014645,VS EYEZEN BOOST AIRWEAR TR8 CNZ STAND AR,EYEZEN,BOOST,VISÃO SIMPLES,1.59,TRANSITIONS,AR,
LSA0014646,VS EYEZEN BOOST AIR TR8 CNZ CZ EASY PRO,EYEZEN,BOOST,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014647,VS EYEZEN BOOST AIRWEAR TR8 CNZ CZ SAPPHIRE,EYEZEN,BOOST,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0014648,EYEZEN BOOST AIR TR8 CNZ CZ PREVENCIA,EYEZEN,BOOST,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,PREVENCIA
LSA0014649,VS EYEZEN BOOST AIRWEAR BLUE UV STAND AR,EYEZEN,BOOST,VISÃO SIMPLES,1.59,,AR,
LSA0014650,VS EYEZEN BOOST AIR BLUE UV CZ EASY PRO,EYEZEN,BOOST,VISÃO SIMPLES,1.59,,CRIZAL,EASY PRO
LSA0014651,VS EYEZEN BOOST AIR BLUE UV CZ FORTE UV,EYEZEN,BOOST,VISÃO SIMPLES,1.59,,CRIZAL,
LSA0014652,VS EYEZEN BOOST AIRWEAR BLUE UV CZ SAPPHIRE,EYEZEN,BOOST,VISÃO SIMPLES,1.59,,CRIZAL,SAPPHIRE
LSA0014654,VS EYEZEN BOOST ORMA TR8 VRD CZ EASY PRO,EYEZEN,BOOST,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014662,VS EYEZEN BOOST ORMA TR8 CNZ CZ EASY PRO,EYEZEN,BOOST,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014663,VS EYEZEN BOOST ORMA TR8 CNZ CZ SAPPHIRE,EYEZEN,BOOST,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0014664,EYEZEN BOOST ORMA TR8 CNZ CZ PREVENCIA,EYEZEN,BOOST,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,PREVENCIA
LSA0014665,VS EYEZEN KIDS AIRWEAR TR8 CNZ STAND AR,EYEZEN,KIDS,VISÃO SIMPLES,1.59,TRANSITIONS,AR,
LSA0014666,VS EYEZEN KIDS AIRWEAR TR8 CNZ CZ EASY PRO,EYEZEN,KIDS,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014667,VS EYEZEN KIDS AIRWEAR TR8 CNZ CZ SAPPHIRE,EYEZEN,KIDS,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0014669,VS EYEZEN KIDS AIRWEAR BLUE UV STAND AR,EYEZEN,KIDS,VISÃO SIMPLES,1.59,,AR,
LSA0014670,VS EYEZEN KIDS AIRWEAR BLUE UV CZ EASY PRO,EYEZEN,KIDS,VISÃO SIMPLES,1.59,,CRIZAL,EASY PRO
LSA0014671,VS EYEZEN KIDS AIRWEAR BLUE UV CZ FORTE UV,EYEZEN,KIDS,VISÃO SIMPLES,1.59,,CRIZAL,
LSA0014672,VS EYEZEN KIDS AIRWEAR BLUE UV CZ SAPPHIRE,EYEZEN,KIDS,VISÃO SIMPLES,1.59,,CRIZAL,SAPPHIRE
LSA0014673,EYEZEN START STYLIS 1.67 TR8 CNZ STAND AR,EYEZEN,START,VISÃO SIMPLES,1.67,TRANSITIONS,AR,
LSA0014674,EYEZEN START STYLIS 1.67 TR8 CNZ CZ EASY PRO,EYEZEN,START,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,EASY PRO
LSA0014675,EYEZEN START STYLIS 1.67 TR8 CNZ CZ SAPPHIRE,EYEZEN,START,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0014676,EYEZEN START STYLIS 1.67 TR8 CNZ CZ PREVENCIA,EYEZEN,START,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,PREVENCIA
LSA0014677,EYEZEN START STYLIS 1.67 BLUE UV STAND AR,EYEZEN,START,VISÃO SIMPLES,1.67,,AR,
LSA0014678,EYEZEN START STYLIS 1.67 BLUE UV CZ EASY PRO,EYEZEN,START,VISÃO SIMPLES,1.67,,CRIZAL,EASY PRO
LSA0014679,EYEZEN START STYLIS 1.67 BLUE UV CZ FORTE UV,EYEZEN,START,VISÃO SIMPLES,1.67,,CRIZAL,
LSA0014680,EYEZEN START STYLIS 1.67 BLUE UV CZ SAPPHIRE,EYEZEN,START,VISÃO SIMPLES,1.67,,CRIZAL,SAPPHIRE
LSA0014681,VS EYEZEN START AIRWEAR TR8 CNZ STAND AR,EYEZEN,START,VISÃO SIMPLES,1.59,TRANSITIONS,AR,
LSA0014682,VS EYEZEN START AIRWEAR TR8 CNZ CZ EASY PRO,EYEZEN,START,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,EASY PRO
LSA0014683,VS EYEZEN START AIRWEAR TR8 CNZ CZ SAPPHIRE,EYEZEN,START,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0014684,EYEZEN START AIRWEAR TR8 CNZ CZ PREVENCIA,EYEZEN,START,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,PREVENCIA
LSA0014685,VS EYEZEN START AIRWEAR BLUE UV STAND AR,EYEZEN,START,VISÃO SIMPLES,1.59,,AR,
LSA0014686,VS EYEZEN START AIR BLUE UV CZ EASY PRO,EYEZEN,START,VISÃO SIMPLES,1.59,,CRIZAL,EASY PRO
LSA0014687,VS EYEZEN START AIR BLUE UV CZ FORTE UV,EYEZEN,START,VISÃO SIMPLES,1.59,,CRIZAL,
LSA0014688,VS EYEZEN START AIRWEAR BLUE UV CZ SAPPHIRE,EYEZEN,START,VISÃO SIMPLES,1.59,,CRIZAL,SAPPHIRE
LSA0014689,VS EYEZEN START ORMA TR8 VRD STAND AR,EYEZEN,START,VISÃO SIMPLES,1.50,TRANSITIONS,AR,
LSA0014690,VS EYEZEN START ORMA TR8 VRD CZ EASY PRO,EYEZEN,START,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014694,VS EYEZEN START ORMA TR8 MRM CZ EASY PRO,EYEZEN,START,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014697,VS EYEZEN START ORMA TR8 CNZ STAND AR,EYEZEN,START,VISÃO SIMPLES,1.50,TRANSITIONS,AR,
LSA0014698,VS EYEZEN START ORMA TR8 CNZ CZ EASY PRO,EYEZEN,START,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,EASY PRO
LSA0014699,VS EYEZEN START ORMA TR8 CNZ CZ SAPPHIRE,EYEZEN,START,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,SAPPHIRE
LSA0014701,EYEZEN START STY 1.67 FIT EYE TR8 CNZ STAND AR,EYEZEN,START,VISÃO SIMPLES,1.67,TRANSITIONS,AR,
LSA0014709,EYEZEN START AIR FIT EYE TR8 CNZ STAND AR,EYEZEN,START,VISÃO SIMPLES,1.59,TRANSITIONS,AR,
LSA0014713,EYEZEN START AIR FIT EYE BLUE UV STAND AR,EYEZEN,START,VISÃO SIMPLES,1.59,,AR,
LSA0014714,EYEZEN START AIR FIT EYE BLUE UV CZ EASY PRO,EYEZEN,START,VISÃO SIMPLES,1.59,,CRIZAL,EASY PRO
LSA0014715,EYEZEN START AIR FIT EYE BLUE UV CZ FORTE UV,EYEZEN,START,VISÃO SIMPLES,1.59,,CRIZAL,
LSA0014716,EYEZEN START AIR FIT EYE BLUE UV CZ SAPPHIRE,EYEZEN,START,VISÃO SIMPLES,1.59,,AR,
LSA0014729,EYEZEN BOOST STY 1.67 TR8 CNZ CZ FORTE UV,EYEZEN,BOOST,VISÃO SIMPLES,1.67,TRANSITIONS,CRIZAL,
LSA0014730,EYEZEN BOOST STY 1.67 BLUE UV CZ PREVENCIA,EYEZEN,BOOST,VISÃO SIMPLES,1.67,,CRIZAL,PREVENCIA
LSA0014744,EYEZEN BOOST AIR TR7 STL CLR AMBAR CZ FORTE UV,EYEZEN,BOOST,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,
LSA0014755,VS EYEZEN BOOST ORMA TR8 CNZ CZ FORTE UV,EYEZEN,BOOST,VISÃO SIMPLES,1.50,TRANSITIONS,CRIZAL,
LSA0014771,VS EYEZEN BOOST ORMA BLUE UV STAND AR,EYEZEN,BOOST,VISÃO SIMPLES,1.50,,AR,
LSA0014772,VS EYEZEN BOOST ORMA BLUE UV CZ EASY PRO,EYEZEN,BOOST,VISÃO SIMPLES,1.50,,CRIZAL,EASY PRO
LSA0014773,VS EYEZEN BOOST ORMA BLUE UV CZ FORTE UV,EYEZEN,BOOST,VISÃO SIMPLES,1.50,,CRIZAL,
LSA0014774,VS EYEZEN BOOST ORMA BLUE UV CZ SAPPHIRE,EYEZEN,BOOST,VISÃO SIMPLES,1.50,,CRIZAL,SAPPHIRE
LSA0014776,VS EYEZEN KIDS AIRWEAR TR8 CNZ CZ FORTE UV,EYEZEN,KIDS,VISÃO SIMPLES,1.59,TRANSITIONS,CRIZAL,
LSA0014777,VS EYEZEN KIDS AIR BLUE UV CZ PREVENCIA,EYEZEN,KIDS,VISÃO SIMPLES,1.59,,CRIZAL,PREVENCIA
